id,FOODS_3_090_TX_1_evaluation,event_name_1,wday,FOODS_3_318_TX_1_evaluation,event_name_1,wday,FOODS_3_586_TX_1_evaluation,event_name_1,wday,FOODS_3_090_TX_2_evaluation,event_name_1,wday,FOODS_3_252_TX_2_evaluation,event_name_1,wday,FOODS_3_318_TX_2_evaluation,event_name_1,wday,FOODS_3_555_TX_2_evaluation,event_name_1,wday,FOODS_3_586_TX_2_evaluation,event_name_1,wday,FOODS_3_587_TX_2_evaluation,event_name_1,wday,FOODS_2_360_TX_3_evaluation,event_name_1,wday,FOODS_3_090_TX_3_evaluation,event_name_1,wday,FOODS_3_252_TX_3_evaluation,event_name_1,wday,FOODS_3_318_TX_3_evaluation,event_name_1,wday,FOODS_3_555_TX_3_evaluation,event_name_1,wday,FOODS_3_586_TX_3_evaluation,event_name_1,wday,FOODS_3_587_TX_3_evaluation,event_name_1,wday
d_446,34,No event,5,3,No event,5,72,No event,5,127,No event,5,48,No event,5,8,No event,5,35,No event,5,93,No event,5,39,No event,5,19,No event,5,48,No event,5,14,No event,5,4,No event,5,45,No event,5,79,No event,5,24,No event,5
d_447,29,No event,6,5,No event,6,75,No event,6,60,No event,6,63,No event,6,7,No event,6,55,No event,6,76,No event,6,21,No event,6,29,No event,6,48,No event,6,5,No event,6,14,No event,6,14,No event,6,94,No event,6,18,No event,6
d_448,114,No event,7,2,No event,7,59,No event,7,62,No event,7,51,No event,7,12,No event,7,38,No event,7,84,No event,7,26,No event,7,18,No event,7,61,No event,7,17,No event,7,9,No event,7,19,No event,7,75,No event,7,18,No event,7
d_449,71,No event,1,5,No event,1,75,No event,1,117,No event,1,88,No event,1,14,No event,1,91,No event,1,107,No event,1,34,No event,1,16,No event,1,64,No event,1,60,No event,1,15,No event,1,36,No event,1,97,No event,1,31,No event,1
d_450,77,No event,2,12,No event,2,93,No event,2,89,No event,2,76,No event,2,13,No event,2,77,No event,2,122,No event,2,23,No event,2,40,No event,2,87,No event,2,56,No event,2,7,No event,2,53,No event,2,110,No event,2,35,No event,2
d_451,42,No event,3,3,No event,3,55,No event,3,84,No event,3,44,No event,3,11,No event,3,45,No event,3,82,No event,3,37,No event,3,14,No event,3,56,No event,3,39,No event,3,8,No event,3,29,No event,3,74,No event,3,36,No event,3
d_452,78,No event,4,7,No event,4,63,No event,4,72,No event,4,49,No event,4,6,No event,4,33,No event,4,67,No event,4,32,No event,4,12,No event,4,49,No event,4,37,No event,4,2,No event,4,33,No event,4,69,No event,4,25,No event,4
d_453,56,No event,5,7,No event,5,71,No event,5,75,No event,5,40,No event,5,0,No event,5,43,No event,5,76,No event,5,35,No event,5,19,No event,5,50,No event,5,30,No event,5,11,No event,5,36,No event,5,87,No event,5,28,No event,5
d_454,42,No event,6,0,No event,6,70,No event,6,78,No event,6,56,No event,6,0,No event,6,43,No event,6,92,No event,6,21,No event,6,14,No event,6,78,No event,6,43,No event,6,6,No event,6,28,No event,6,73,No event,6,21,No event,6
d_455,48,No event,7,0,No event,7,72,No event,7,144,No event,7,62,No event,7,0,No event,7,45,No event,7,92,No event,7,45,No event,7,36,No event,7,61,No event,7,39,No event,7,9,No event,7,39,No event,7,62,No event,7,28,No event,7
d_456,104,No event,1,10,No event,1,70,No event,1,125,No event,1,105,No event,1,14,No event,1,80,No event,1,115,No event,1,28,No event,1,1,No event,1,88,No event,1,53,No event,1,9,No event,1,55,No event,1,78,No event,1,18,No event,1
d_457,61,No event,2,11,No event,2,89,No event,2,133,No event,2,80,No event,2,12,No event,2,82,No event,2,132,No event,2,39,No event,2,22,No event,2,73,No event,2,40,No event,2,12,No event,2,47,No event,2,80,No event,2,35,No event,2
d_458,62,No event,3,7,No event,3,55,No event,3,67,No event,3,56,No event,3,7,No event,3,38,No event,3,91,No event,3,19,No event,3,16,No event,3,38,No event,3,18,No event,3,6,No event,3,28,No event,3,68,No event,3,21,No event,3
d_459,37,No event,4,3,No event,4,65,No event,4,64,No event,4,45,No event,4,20,No event,4,36,No event,4,115,No event,4,29,No event,4,16,No event,4,134,No event,4,52,No event,4,22,No event,4,42,No event,4,81,No event,4,32,No event,4
d_460,41,No event,5,11,No event,5,60,No event,5,61,No event,5,62,No event,5,6,No event,5,64,No event,5,100,No event,5,25,No event,5,25,No event,5,47,No event,5,42,No event,5,10,No event,5,39,No event,5,73,No event,5,30,No event,5
d_461,56,No event,6,8,No event,6,70,No event,6,57,No event,6,69,No event,6,5,No event,6,72,No event,6,109,No event,6,34,No event,6,47,No event,6,84,No event,6,36,No event,6,22,No event,6,46,No event,6,82,No event,6,21,No event,6
d_462,66,Before event,7,0,Before event,7,63,Before event,7,106,Before event,7,66,Before event,7,13,Before event,7,54,Before event,7,96,Before event,7,26,Before event,7,12,Before event,7,72,Before event,7,59,Before event,7,14,Before event,7,47,Before event,7,93,Before event,7,26,Before event,7
d_463,269,Cinco De Mayo,1,20,Cinco De Mayo,1,82,Cinco De Mayo,1,111,Cinco De Mayo,1,87,Cinco De Mayo,1,7,Cinco De Mayo,1,81,Cinco De Mayo,1,132,Cinco De Mayo,1,42,Cinco De Mayo,1,32,Cinco De Mayo,1,108,Cinco De Mayo,1,46,Cinco De Mayo,1,24,Cinco De Mayo,1,12,Cinco De Mayo,1,84,Cinco De Mayo,1,38,Cinco De Mayo,1
d_464,100,After event,2,11,After event,2,105,After event,2,142,After event,2,59,After event,2,8,After event,2,88,After event,2,128,After event,2,55,After event,2,22,After event,2,60,After event,2,61,After event,2,3,After event,2,71,After event,2,76,After event,2,46,After event,2
d_465,235,No event,3,6,No event,3,64,No event,3,315,No event,3,64,No event,3,4,No event,3,71,No event,3,101,No event,3,32,No event,3,39,No event,3,66,No event,3,43,No event,3,10,No event,3,51,No event,3,92,No event,3,33,No event,3
d_466,100,No event,4,2,No event,4,49,No event,4,64,No event,4,40,No event,4,12,No event,4,60,No event,4,98,No event,4,19,No event,4,35,No event,4,54,No event,4,23,No event,4,5,No event,4,20,No event,4,61,No event,4,18,No event,4
d_467,0,No event,5,2,No event,5,75,No event,5,68,No event,5,51,No event,5,6,No event,5,56,No event,5,97,No event,5,32,No event,5,24,No event,5,42,No event,5,47,No event,5,10,No event,5,49,No event,5,74,No event,5,31,No event,5
d_468,0,No event,6,6,No event,6,68,No event,6,57,No event,6,55,No event,6,8,No event,6,48,No event,6,90,No event,6,15,No event,6,19,No event,6,50,No event,6,33,No event,6,4,No event,6,33,No event,6,60,No event,6,27,No event,6
d_469,0,No event,7,10,No event,7,70,No event,7,78,No event,7,60,No event,7,9,No event,7,82,No event,7,88,No event,7,26,No event,7,16,No event,7,67,No event,7,47,No event,7,11,No event,7,32,No event,7,61,No event,7,23,No event,7
d_470,99,Before event,1,8,Before event,1,112,Before event,1,121,Before event,1,88,Before event,1,16,Before event,1,100,Before event,1,151,Before event,1,25,Before event,1,29,Before event,1,104,Before event,1,59,Before event,1,18,Before event,1,77,Before event,1,135,Before event,1,30,Before event,1
d_471,84,Mother's day,2,25,Mother's day,2,90,Mother's day,2,134,Mother's day,2,69,Mother's day,2,8,Mother's day,2,96,Mother's day,2,183,Mother's day,2,22,Mother's day,2,43,Mother's day,2,96,Mother's day,2,74,Mother's day,2,15,Mother's day,2,61,Mother's day,2,105,Mother's day,2,39,Mother's day,2
d_472,67,After event,3,8,After event,3,71,After event,3,96,After event,3,53,After event,3,8,After event,3,59,After event,3,93,After event,3,21,After event,3,17,After event,3,54,After event,3,51,After event,3,13,After event,3,21,After event,3,75,After event,3,27,After event,3
d_473,46,No event,4,12,No event,4,59,No event,4,81,No event,4,58,No event,4,22,No event,4,48,No event,4,94,No event,4,30,No event,4,35,No event,4,64,No event,4,25,No event,4,5,No event,4,34,No event,4,65,No event,4,37,No event,4
d_474,36,No event,5,8,No event,5,60,No event,5,113,No event,5,60,No event,5,5,No event,5,51,No event,5,104,No event,5,17,No event,5,25,No event,5,79,No event,5,45,No event,5,6,No event,5,41,No event,5,75,No event,5,27,No event,5
d_475,33,No event,6,7,No event,6,81,No event,6,70,No event,6,58,No event,6,7,No event,6,64,No event,6,100,No event,6,25,No event,6,26,No event,6,60,No event,6,36,No event,6,13,No event,6,44,No event,6,78,No event,6,21,No event,6
d_476,39,No event,7,4,No event,7,57,No event,7,129,No event,7,71,No event,7,21,No event,7,73,No event,7,108,No event,7,23,No event,7,22,No event,7,52,No event,7,40,No event,7,7,No event,7,50,No event,7,73,No event,7,17,No event,7
d_477,70,No event,1,6,No event,1,88,No event,1,92,No event,1,106,No event,1,14,No event,1,96,No event,1,150,No event,1,33,No event,1,6,No event,1,83,No event,1,44,No event,1,18,No event,1,43,No event,1,89,No event,1,26,No event,1
d_478,49,No event,2,31,No event,2,113,No event,2,104,No event,2,83,No event,2,17,No event,2,66,No event,2,137,No event,2,33,No event,2,29,No event,2,88,No event,2,72,No event,2,9,No event,2,65,No event,2,104,No event,2,31,No event,2
d_479,44,No event,3,5,No event,3,63,No event,3,100,No event,3,51,No event,3,12,No event,3,46,No event,3,100,No event,3,25,No event,3,30,No event,3,100,No event,3,39,No event,3,9,No event,3,45,No event,3,59,No event,3,25,No event,3
d_480,64,No event,4,5,No event,4,61,No event,4,67,No event,4,61,No event,4,10,No event,4,50,No event,4,107,No event,4,26,No event,4,36,No event,4,104,No event,4,48,No event,4,6,No event,4,34,No event,4,75,No event,4,20,No event,4
d_481,46,No event,5,5,No event,5,53,No event,5,110,No event,5,54,No event,5,10,No event,5,49,No event,5,85,No event,5,25,No event,5,20,No event,5,59,No event,5,36,No event,5,17,No event,5,32,No event,5,74,No event,5,21,No event,5
d_482,40,No event,6,5,No event,6,80,No event,6,100,No event,6,67,No event,6,25,No event,6,53,No event,6,101,No event,6,16,No event,6,17,No event,6,47,No event,6,57,No event,6,13,No event,6,49,No event,6,60,No event,6,13,No event,6
d_483,44,No event,7,7,No event,7,90,No event,7,138,No event,7,83,No event,7,10,No event,7,74,No event,7,113,No event,7,16,No event,7,6,No event,7,85,No event,7,63,No event,7,17,No event,7,48,No event,7,84,No event,7,26,No event,7
d_484,78,No event,1,10,No event,1,99,No event,1,101,No event,1,110,No event,1,9,No event,1,102,No event,1,131,No event,1,27,No event,1,20,No event,1,109,No event,1,43,No event,1,9,No event,1,63,No event,1,80,No event,1,20,No event,1
d_485,54,Before event,2,7,Before event,2,87,Before event,2,103,Before event,2,113,Before event,2,10,Before event,2,89,Before event,2,118,Before event,2,17,Before event,2,24,Before event,2,83,Before event,2,54,Before event,2,12,Before event,2,44,Before event,2,90,Before event,2,32,Before event,2
d_486,92,MemorialDay,3,9,MemorialDay,3,72,MemorialDay,3,109,MemorialDay,3,86,MemorialDay,3,14,MemorialDay,3,81,MemorialDay,3,105,MemorialDay,3,25,MemorialDay,3,42,MemorialDay,3,100,MemorialDay,3,58,MemorialDay,3,3,MemorialDay,3,61,MemorialDay,3,75,MemorialDay,3,41,MemorialDay,3
d_487,41,After event,4,9,After event,4,64,After event,4,68,After event,4,59,After event,4,8,After event,4,43,After event,4,60,After event,4,29,After event,4,7,After event,4,49,After event,4,36,After event,4,9,After event,4,38,After event,4,61,After event,4,20,After event,4
d_488,42,No event,5,7,No event,5,57,No event,5,82,No event,5,58,No event,5,7,No event,5,56,No event,5,91,No event,5,23,No event,5,12,No event,5,56,No event,5,39,No event,5,12,No event,5,44,No event,5,57,No event,5,11,No event,5
d_489,23,No event,6,9,No event,6,60,No event,6,96,No event,6,62,No event,6,7,No event,6,39,No event,6,65,No event,6,15,No event,6,13,No event,6,68,No event,6,37,No event,6,6,No event,6,40,No event,6,67,No event,6,13,No event,6
d_490,78,No event,7,3,No event,7,92,No event,7,121,No event,7,81,No event,7,13,No event,7,62,No event,7,109,No event,7,28,No event,7,13,No event,7,89,No event,7,62,No event,7,9,No event,7,46,No event,7,94,No event,7,21,No event,7
d_491,64,No event,1,7,No event,1,107,No event,1,81,No event,1,86,No event,1,20,No event,1,79,No event,1,117,No event,1,31,No event,1,34,No event,1,109,No event,1,10,No event,1,17,No event,1,51,No event,1,99,No event,1,27,No event,1
d_492,55,No event,2,21,No event,2,116,No event,2,87,No event,2,102,No event,2,16,No event,2,80,No event,2,138,No event,2,39,No event,2,43,No event,2,88,No event,2,52,No event,2,9,No event,2,44,No event,2,109,No event,2,26,No event,2
d_493,31,No event,3,12,No event,3,80,No event,3,52,No event,3,42,No event,3,7,No event,3,48,No event,3,94,No event,3,25,No event,3,8,No event,3,35,No event,3,49,No event,3,8,No event,3,52,No event,3,68,No event,3,18,No event,3
d_494,35,No event,4,9,No event,4,57,No event,4,70,No event,4,49,No event,4,14,No event,4,47,No event,4,77,No event,4,27,No event,4,32,No event,4,55,No event,4,49,No event,4,16,No event,4,51,No event,4,81,No event,4,20,No event,4
d_495,52,No event,5,10,No event,5,60,No event,5,90,No event,5,76,No event,5,15,No event,5,61,No event,5,104,No event,5,14,No event,5,23,No event,5,39,No event,5,39,No event,5,10,No event,5,44,No event,5,80,No event,5,17,No event,5
d_496,46,No event,6,5,No event,6,72,No event,6,71,No event,6,51,No event,6,14,No event,6,63,No event,6,101,No event,6,15,No event,6,4,No event,6,42,No event,6,41,No event,6,4,No event,6,49,No event,6,76,No event,6,24,No event,6
d_497,59,No event,7,11,No event,7,46,No event,7,112,No event,7,75,No event,7,12,No event,7,63,No event,7,115,No event,7,19,No event,7,0,No event,7,43,No event,7,46,No event,7,6,No event,7,40,No event,7,79,No event,7,13,No event,7
d_498,59,No event,1,9,No event,1,101,No event,1,112,No event,1,124,No event,1,14,No event,1,103,No event,1,130,No event,1,31,No event,1,16,No event,1,92,No event,1,55,No event,1,18,No event,1,79,No event,1,108,No event,1,25,No event,1
d_499,79,No event,2,12,No event,2,98,No event,2,102,No event,2,85,No event,2,19,No event,2,67,No event,2,152,No event,2,31,No event,2,24,No event,2,132,No event,2,93,No event,2,22,No event,2,71,No event,2,105,No event,2,28,No event,2
d_500,45,Before event,3,3,Before event,3,61,Before event,3,84,Before event,3,61,Before event,3,11,Before event,3,52,Before event,3,136,Before event,3,41,Before event,3,15,Before event,3,39,Before event,3,32,Before event,3,11,Before event,3,65,Before event,3,70,Before event,3,27,Before event,3
d_501,58,NBAFinalsStart,4,10,NBAFinalsStart,4,84,NBAFinalsStart,4,45,NBAFinalsStart,4,61,NBAFinalsStart,4,9,NBAFinalsStart,4,53,NBAFinalsStart,4,100,NBAFinalsStart,4,22,NBAFinalsStart,4,26,NBAFinalsStart,4,53,NBAFinalsStart,4,36,NBAFinalsStart,4,4,NBAFinalsStart,4,32,NBAFinalsStart,4,90,NBAFinalsStart,4,20,NBAFinalsStart,4
d_502,37,After event,5,10,After event,5,62,After event,5,58,After event,5,71,After event,5,15,After event,5,56,After event,5,117,After event,5,25,After event,5,38,After event,5,56,After event,5,54,After event,5,12,After event,5,55,After event,5,59,After event,5,15,After event,5
d_503,63,No event,6,8,No event,6,71,No event,6,112,No event,6,61,No event,6,12,No event,6,66,No event,6,108,No event,6,15,No event,6,8,No event,6,63,No event,6,70,No event,6,9,No event,6,57,No event,6,93,No event,6,16,No event,6
d_504,53,No event,7,10,No event,7,98,No event,7,80,No event,7,84,No event,7,20,No event,7,83,No event,7,125,No event,7,33,No event,7,20,No event,7,114,No event,7,67,No event,7,10,No event,7,67,No event,7,108,No event,7,15,No event,7
d_505,72,Before event,1,8,Before event,1,71,Before event,1,104,Before event,1,100,Before event,1,14,Before event,1,75,Before event,1,144,Before event,1,24,Before event,1,11,Before event,1,132,Before event,1,59,Before event,1,11,Before event,1,71,Before event,1,97,Before event,1,9,Before event,1
d_506,62,Father's day,2,6,Father's day,2,96,Father's day,2,80,Father's day,2,99,Father's day,2,20,Father's day,2,65,Father's day,2,135,Father's day,2,22,Father's day,2,25,Father's day,2,92,Father's day,2,33,Father's day,2,10,Father's day,2,58,Father's day,2,118,Father's day,2,18,Father's day,2
d_507,53,After event,3,8,After event,3,65,After event,3,105,After event,3,53,After event,3,8,After event,3,56,After event,3,85,After event,3,19,After event,3,26,After event,3,58,After event,3,43,After event,3,9,After event,3,35,After event,3,74,After event,3,13,After event,3
d_508,31,No event,4,12,No event,4,62,No event,4,6,No event,4,40,No event,4,17,No event,4,45,No event,4,91,No event,4,15,No event,4,7,No event,4,45,No event,4,32,No event,4,4,No event,4,31,No event,4,79,No event,4,13,No event,4
d_509,32,Before event,5,8,Before event,5,52,Before event,5,70,Before event,5,63,Before event,5,3,Before event,5,63,Before event,5,106,Before event,5,19,Before event,5,30,Before event,5,50,Before event,5,48,Before event,5,2,Before event,5,40,Before event,5,60,Before event,5,10,Before event,5
d_510,57,NBAFinalsEnd,6,11,NBAFinalsEnd,6,68,NBAFinalsEnd,6,42,NBAFinalsEnd,6,55,NBAFinalsEnd,6,8,NBAFinalsEnd,6,57,NBAFinalsEnd,6,104,NBAFinalsEnd,6,11,NBAFinalsEnd,6,22,NBAFinalsEnd,6,63,NBAFinalsEnd,6,50,NBAFinalsEnd,6,6,NBAFinalsEnd,6,28,NBAFinalsEnd,6,70,NBAFinalsEnd,6,3,NBAFinalsEnd,6
d_511,61,After event,7,5,After event,7,73,After event,7,100,After event,7,83,After event,7,11,After event,7,56,After event,7,126,After event,7,25,After event,7,14,After event,7,63,After event,7,60,After event,7,8,After event,7,49,After event,7,93,After event,7,16,After event,7
d_512,0,No event,1,9,No event,1,97,No event,1,0,No event,1,126,No event,1,12,No event,1,92,No event,1,139,No event,1,20,No event,1,18,No event,1,87,No event,1,95,No event,1,12,No event,1,71,No event,1,113,No event,1,17,No event,1
d_513,0,No event,2,8,No event,2,94,No event,2,0,No event,2,131,No event,2,11,No event,2,79,No event,2,140,No event,2,22,No event,2,15,No event,2,71,No event,2,71,No event,2,13,No event,2,59,No event,2,90,No event,2,16,No event,2
d_514,34,No event,3,10,No event,3,65,No event,3,24,No event,3,77,No event,3,11,No event,3,71,No event,3,120,No event,3,27,No event,3,21,No event,3,63,No event,3,52,No event,3,12,No event,3,43,No event,3,84,No event,3,15,No event,3
d_515,38,No event,4,8,No event,4,79,No event,4,56,No event,4,83,No event,4,8,No event,4,57,No event,4,105,No event,4,28,No event,4,23,No event,4,89,No event,4,50,No event,4,13,No event,4,74,No event,4,95,No event,4,22,No event,4
d_516,55,No event,5,2,No event,5,53,No event,5,47,No event,5,65,No event,5,12,No event,5,56,No event,5,113,No event,5,10,No event,5,13,No event,5,40,No event,5,23,No event,5,12,No event,5,38,No event,5,69,No event,5,13,No event,5
d_517,40,No event,6,10,No event,6,51,No event,6,34,No event,6,67,No event,6,11,No event,6,40,No event,6,88,No event,6,13,No event,6,12,No event,6,33,No event,6,50,No event,6,13,No event,6,35,No event,6,61,No event,6,8,No event,6
d_518,66,No event,7,7,No event,7,76,No event,7,77,No event,7,79,No event,7,15,No event,7,63,No event,7,112,No event,7,18,No event,7,17,No event,7,73,No event,7,55,No event,7,10,No event,7,52,No event,7,77,No event,7,11,No event,7
d_519,5,No event,1,7,No event,1,66,No event,1,60,No event,1,66,No event,1,16,No event,1,71,No event,1,106,No event,1,21,No event,1,27,No event,1,0,No event,1,42,No event,1,17,No event,1,35,No event,1,97,No event,1,21,No event,1
d_520,3,No event,2,7,No event,2,80,No event,2,54,No event,2,56,No event,2,7,No event,2,59,No event,2,124,No event,2,27,No event,2,20,No event,2,0,No event,2,55,No event,2,6,No event,2,52,No event,2,97,No event,2,20,No event,2
